id	name	full_time_course	time_18h	time_48h
ENSG00000188021	UBQLN2	non-DE	non-DE	non-DE
ENSG00000188026	RILPL1	All	Yers-Salm	All
ENSG00000188033	ZNF490	48 h	Yers-Salm	All
ENSG00000188042	ARL4C	48 h	non-DE	All
ENSG00000188056	TREML4	48 h	non-DE	All
ENSG00000188060	RAB42	All	All	All
ENSG00000188089	PLA2G4E	18 & 48 h	All	All
ENSG00000188092	GPR89B	non-DE	non-DE	non-DE
ENSG00000188107	EYS	18 h	All	non-DE
ENSG00000188112	C6orf132	non-DE	non-DE	non-DE
ENSG00000188130	MAPK12	18 & 48 h	All	All
ENSG00000188157	AGRN	18 & 48 h	Virulent	All
ENSG00000188158	NHS	non-DE	non-DE	non-DE
ENSG00000188167	TMPPE	48 h	non-DE	All
ENSG00000188171	ZNF626	non-DE	non-DE	non-DE
ENSG00000188177	ZC3H6	18 & 48 h	All	MTB
ENSG00000188186	LAMTOR4	18 & 48 h	All	All
ENSG00000188191	PRKAR1B	non-DE	non-DE	non-DE
ENSG00000188211	NCR3LG1	non-DE	Yers-Salm	non-DE
ENSG00000188215	DCUN1D3	All	All	All
ENSG00000188219	POTEE	non-DE	non-DE	non-DE
ENSG00000188229	TUBB4B	18 h	All	Yers-Salm
ENSG00000188234	AGAP4	non-DE	non-DE	non-DE
ENSG00000188242	CTD-2228K2.5	All	All	All
ENSG00000188243	COMMD6	18 h	All	Yers-Salm
ENSG00000188269	OR7A5	18 h	All	non-DE
ENSG00000188277	C15orf62	48 h	non-DE	All
ENSG00000188282	RUFY4	non-DE	non-DE	non-DE
ENSG00000188283	ZNF383	non-DE	non-DE	non-DE
ENSG00000188290	HES4	Yers-Salm	MTB	non-DE
ENSG00000188295	ZNF669	non-DE	non-DE	non-DE
ENSG00000188305	C19orf35	non-DE	non-DE	non-DE
ENSG00000188312	CENPP	18 h	All	Yers-Salm
ENSG00000188313	PLSCR1	All	All	All
ENSG00000188315	C3orf62	48 h	non-DE	All
ENSG00000188316	ENO4	48 h	Yers-Salm	All
ENSG00000188321	ZNF559	non-DE	non-DE	non-DE
ENSG00000188342	GTF2F2	non-DE	non-DE	non-DE
ENSG00000188343	FAM92A1	18 h	All	non-DE
ENSG00000188352	FOCAD	18 h	Virulent	non-DE
ENSG00000188372	ZP3	18 h	Virulent	Yers-Salm
ENSG00000188375	H3F3C	All	All	All
ENSG00000188389	PDCD1	non-DE	non-DE	non-DE
ENSG00000188396	TCTEX1D4	18 h	All	Yers-Salm
ENSG00000188404	SELL	non-DE	non-DE	Yers-Salm
ENSG00000188419	CHM	18 h	All	non-DE
ENSG00000188428	BLOC1S5	Yers-Salm	non-DE	non-DE
ENSG00000188452	CERKL	18 & 48 h	All	All
ENSG00000188483	IER5L	All	All	non-DE
ENSG00000188486	H2AFX	18 & 48 h	All	Virulent
ENSG00000188493	C19orf54	18 & 48 h	All	All
ENSG00000188505	NCCRP1	18 h	Virulent	non-DE
ENSG00000188511	C22orf34	non-DE	non-DE	non-DE
ENSG00000188522	FAM83G	Yers-Salm	non-DE	non-DE
ENSG00000188529	SRSF10	non-DE	non-DE	non-DE
ENSG00000188542	DUSP28	48 h	non-DE	All
ENSG00000188549	C15orf52	48 h	non-DE	All
ENSG00000188554	NBR1	18 & 48 h	All	All
ENSG00000188559	RALGAPA2	non-DE	Yers-Salm	non-DE
ENSG00000188566	NDOR1	non-DE	non-DE	non-DE
ENSG00000188603	CLN3	48 h	Yers-Salm	All
ENSG00000188610	FAM72B	Yers-Salm	non-DE	non-DE
ENSG00000188612	SUMO2	non-DE	non-DE	non-DE
ENSG00000188613	NANOS1	18 h	Virulent	non-DE
ENSG00000188629	ZNF177	48 h	non-DE	All
ENSG00000188636	LDOC1L	Yers-Salm	Yers-Salm	All
ENSG00000188641	DPYD	18 & 48 h	All	All
ENSG00000188643	S100A16	non-DE	non-DE	non-DE
ENSG00000188647	PTAR1	non-DE	non-DE	non-DE
ENSG00000188676	IDO2	All	All	All
ENSG00000188677	PARVB	18 h	All	non-DE
ENSG00000188687	SLC4A5	18 h	All	non-DE
ENSG00000188690	UROS	18 h	All	non-DE
ENSG00000188706	ZDHHC9	48 h	Yers-Salm	All
ENSG00000188707	ZBED6CL	18 & 48 h	All	All
ENSG00000188725	SMIM15	18 h	All	non-DE
ENSG00000188732	FAM221A	non-DE	non-DE	non-DE
ENSG00000188735	TMEM120B	18 h	All	Yers-Salm
ENSG00000188747	NOXA1	48 h	Yers-Salm	All
ENSG00000188760	TMEM198	non-DE	non-DE	non-DE
ENSG00000188763	FZD9	18 & 48 h	All	All
ENSG00000188766	SPRED3	18 & 48 h	All	All
ENSG00000188785	ZNF548	non-DE	non-DE	non-DE
ENSG00000188786	MTF1	18 & 48 h	All	All
ENSG00000188807	TMEM201	18 h	All	Yers-Salm
ENSG00000188811	NHLRC3	Yers-Salm	non-DE	non-DE
ENSG00000188820	FAM26F	Yers-Salm	Yers-Salm	non-DE
ENSG00000188827	SLX4	18 & 48 h	All	All
ENSG00000188846	RPL14	18 & 48 h	All	All
ENSG00000188868	ZNF563	non-DE	Yers-Salm	non-DE
ENSG00000188878	FBF1	non-DE	MTB	non-DE
ENSG00000188886	ASTL	Yers-Salm	Yers-Salm	non-DE
ENSG00000188895	MSL1	18 & 48 h	All	All
ENSG00000188897	CTD-3088G3.8	18 h	All	non-DE
ENSG00000188906	LRRK2	18 & 48 h	All	All
ENSG00000188916	FAM196A	Yers-Salm	Yers-Salm	non-DE
ENSG00000188917	TRMT2B	Yers-Salm	non-DE	non-DE
ENSG00000188921	PTPLAD2	18 h	All	Yers-Salm
ENSG00000188931	C1orf192	non-DE	non-DE	non-DE
ENSG00000188938	FAM120AOS	non-DE	Yers-Salm	non-DE
ENSG00000188976	NOC2L	18 h	Virulent	non-DE
ENSG00000188981	MSANTD1	non-DE	non-DE	non-DE
ENSG00000188986	NELFB	18 h	All	non-DE
ENSG00000188994	ZNF292	18 h	Virulent	non-DE
ENSG00000188997	KCTD21	non-DE	non-DE	non-DE
ENSG00000189001	SBSN	All	All	All
ENSG00000189007	ADAT2	18 & 48 h	All	Yers-Salm
ENSG00000189013	KIR2DL4	Yers-Salm	Yers-Salm	non-DE
ENSG00000189042	ZNF567	non-DE	non-DE	non-DE
ENSG00000189043	NDUFA4	18 & 48 h	All	All
ENSG00000189046	ALKBH2	18 h	Virulent	non-DE
ENSG00000189050	RNFT1	18 h	All	non-DE
ENSG00000189057	FAM111B	18 h	All	Yers-Salm
ENSG00000189060	H1F0	18 & 48 h	All	Virulent
ENSG00000189067	LITAF	18 h	All	non-DE
ENSG00000189068	VSTM1	non-DE	non-DE	non-DE
ENSG00000189079	ARID2	18 & 48 h	All	All
ENSG00000189091	SF3B3	18 h	Virulent	non-DE
ENSG00000189114	BLOC1S3	Yers-Salm	non-DE	non-DE
ENSG00000189120	SP6	non-DE	non-DE	non-DE
ENSG00000189134	NKAPL	18 h	All	non-DE
ENSG00000189144	ZNF573	non-DE	Yers-Salm	non-DE
ENSG00000189159	HN1	18 & 48 h	All	All
ENSG00000189164	ZNF527	Yers-Salm	Yers-Salm	non-DE
ENSG00000189171	S100A13	Yers-Salm	non-DE	non-DE
ENSG00000189180	ZNF33A	non-DE	non-DE	non-DE
ENSG00000189190	ZNF600	non-DE	non-DE	non-DE
ENSG00000189221	MAOA	18 & 48 h	All	All
ENSG00000189227	C15orf61	All	All	All
ENSG00000189241	TSPYL1	non-DE	Yers-Salm	non-DE
ENSG00000189266	PNRC2	18 h	All	non-DE
ENSG00000189283	FHIT	48 h	Yers-Salm	All
ENSG00000189298	ZKSCAN3	non-DE	non-DE	non-DE
ENSG00000189306	RRP7A	18 h	Virulent	non-DE
ENSG00000189308	LIN54	48 h	non-DE	All
ENSG00000189319	FAM53B	18 & 48 h	All	All
ENSG00000189337	KAZN	Yers-Salm	non-DE	non-DE
ENSG00000189339	SLC35E2B	18 h	Virulent	Yers-Salm
ENSG00000189350	FAM179A	non-DE	non-DE	non-DE
ENSG00000189362	TMEM194B	non-DE	non-DE	non-DE
ENSG00000189369	GSPT2	non-DE	non-DE	non-DE
ENSG00000189376	C8orf76	18 & 48 h	All	Yers-Salm
ENSG00000189403	HMGB1	18 h	All	non-DE
ENSG00000189420	ZFP92	48 h	non-DE	All
ENSG00000189430	NCR1	All	All	All
ENSG00000196072	BLOC1S2	non-DE	non-DE	non-DE
ENSG00000196083	IL1RAP	18 & 48 h	All	All
ENSG00000196092	PAX5	48 h	non-DE	All
ENSG00000196110	ZNF699	non-DE	Virulent	non-DE
ENSG00000196116	TDRD7	18 & 48 h	Virulent	All
ENSG00000196118	C16orf93	non-DE	non-DE	non-DE
ENSG00000196123	KIAA0895L	non-DE	non-DE	non-DE
ENSG00000196126	HLA-DRB1	non-DE	non-DE	Yers-Salm
ENSG00000196139	AKR1C3	non-DE	non-DE	non-DE
ENSG00000196141	SPATS2L	Yers-Salm	non-DE	MTB
ENSG00000196150	ZNF250	Yers-Salm	non-DE	non-DE
ENSG00000196151	WDSUB1	non-DE	non-DE	non-DE
ENSG00000196152	ZNF79	non-DE	non-DE	non-DE
ENSG00000196154	S100A4	18 & 48 h	All	All
ENSG00000196155	PLEKHG4	Yers-Salm	Yers-Salm	non-DE
ENSG00000196177	ACADSB	non-DE	non-DE	non-DE
ENSG00000196182	STK40	18 h	All	non-DE
ENSG00000196187	TMEM63A	Yers-Salm	Yers-Salm	non-DE
ENSG00000196189	SEMA4A	non-DE	Yers-Salm	non-DE
ENSG00000196199	MPHOSPH8	non-DE	Yers-Salm	non-DE
ENSG00000196208	GREB1	18 & 48 h	All	All
ENSG00000196209	SIRPB2	18 h	Virulent	Yers-Salm
ENSG00000196214	ZNF766	18 & 48 h	MTB	MTB
ENSG00000196218	RYR1	non-DE	non-DE	non-DE
ENSG00000196220	SRGAP3	18 & 48 h	All	All
ENSG00000196227	FAM217B	18 h	MTB	non-DE
ENSG00000196230	TUBB	18 h	All	non-DE
ENSG00000196233	LCOR	18 h	Virulent	non-DE
ENSG00000196235	SUPT5H	18 h	All	non-DE
ENSG00000196236	XPNPEP3	18 h	All	non-DE
ENSG00000196247	ZNF107	Yers-Salm	non-DE	non-DE
ENSG00000196262	PPIA	18 & 48 h	All	Yers-Salm
ENSG00000196263	ZNF471	48 h	non-DE	All
ENSG00000196267	ZNF836	48 h	non-DE	All
ENSG00000196268	ZNF493	non-DE	non-DE	non-DE
ENSG00000196275	GTF2IRD2	48 h	Yers-Salm	MTB
ENSG00000196284	SUPT3H	Yers-Salm	non-DE	non-DE
ENSG00000196290	NIF3L1	non-DE	non-DE	non-DE
ENSG00000196296	ATP2A1	non-DE	non-DE	non-DE
ENSG00000196305	IARS	18 h	Virulent	non-DE
ENSG00000196312	HIATL2	non-DE	non-DE	non-DE
ENSG00000196313	POM121	non-DE	non-DE	Yers-Salm
ENSG00000196323	ZBTB44	non-DE	non-DE	non-DE
ENSG00000196329	GIMAP5	Yers-Salm	non-DE	non-DE
ENSG00000196338	NLGN3	18 h	All	non-DE
ENSG00000196345	ZKSCAN7	non-DE	Yers-Salm	non-DE
ENSG00000196352	CD55	All	All	All
ENSG00000196357	ZNF565	non-DE	All	non-DE
ENSG00000196358	NTNG2	18 h	Virulent	Yers-Salm
ENSG00000196363	WDR5	18 h	All	non-DE
ENSG00000196365	LONP1	Yers-Salm	Yers-Salm	non-DE
ENSG00000196367	TRRAP	non-DE	Virulent	non-DE
ENSG00000196371	FUT4	48 h	Yers-Salm	All
ENSG00000196372	ASB13	18 h	All	non-DE
ENSG00000196378	ZNF34	Yers-Salm	non-DE	non-DE
ENSG00000196387	ZNF140	non-DE	non-DE	non-DE
ENSG00000196388	INCA1	18 h	All	non-DE
ENSG00000196391	ZNF774	non-DE	Yers-Salm	non-DE
ENSG00000196396	PTPN1	18 & 48 h	All	All
ENSG00000196405	EVL	non-DE	Yers-Salm	Yers-Salm
ENSG00000196409	ZNF658	18 & 48 h	All	All
ENSG00000196417	ZNF765	non-DE	non-DE	non-DE
ENSG00000196418	ZNF124	non-DE	Yers-Salm	non-DE
ENSG00000196419	XRCC6	18 h	Virulent	non-DE
ENSG00000196422	PPP1R26	Yers-Salm	non-DE	non-DE
ENSG00000196428	TSC22D2	18 h	All	non-DE
ENSG00000196437	ZNF569	18 h	Virulent	Yers-Salm
ENSG00000196440	ARMCX4	non-DE	non-DE	non-DE
ENSG00000196449	YRDC	18 & 48 h	All	All
ENSG00000196453	ZNF777	Yers-Salm	Virulent	non-DE
ENSG00000196455	PIK3R4	non-DE	non-DE	non-DE
ENSG00000196456	ZNF775	48 h	non-DE	All
ENSG00000196458	ZNF605	non-DE	non-DE	non-DE
ENSG00000196459	TRAPPC2	non-DE	non-DE	non-DE
ENSG00000196460	RFX8	18 h	Virulent	Yers-Salm
ENSG00000196465	MYL6B	non-DE	non-DE	non-DE
ENSG00000196466	ZNF799	non-DE	non-DE	non-DE
ENSG00000196470	SIAH1	non-DE	non-DE	non-DE
ENSG00000196476	C20orf96	48 h	non-DE	MTB
ENSG00000196497	IPO4	18 h	All	non-DE
ENSG00000196498	NCOR2	non-DE	non-DE	non-DE
ENSG00000196502	SULT1A1	non-DE	non-DE	All
ENSG00000196504	PRPF40A	non-DE	non-DE	non-DE
ENSG00000196505	GDAP2	18 h	All	non-DE
ENSG00000196507	TCEAL3	non-DE	non-DE	Yers-Salm
ENSG00000196510	ANAPC7	18 & 48 h	All	Yers-Salm
ENSG00000196511	TPK1	non-DE	non-DE	non-DE
ENSG00000196526	AFAP1	non-DE	non-DE	non-DE
ENSG00000196531	NACA	18 & 48 h	Virulent	All
ENSG00000196535	MYO18A	18 h	All	non-DE
ENSG00000196544	C17orf59	48 h	Yers-Salm	All
ENSG00000196547	MAN2A2	Yers-Salm	non-DE	non-DE
ENSG00000196549	MME	18 h	All	non-DE
ENSG00000196550	FAM72A	Yers-Salm	Virulent	non-DE
ENSG00000196562	SULF2	18 h	Virulent	MTB
ENSG00000196569	LAMA2	Yers-Salm	non-DE	Yers-Salm
ENSG00000196576	PLXNB2	Yers-Salm	non-DE	Yers-Salm
ENSG00000196584	XRCC2	18 h	All	Yers-Salm
ENSG00000196586	MYO6	non-DE	non-DE	non-DE
ENSG00000196588	MKL1	Yers-Salm	Yers-Salm	non-DE
ENSG00000196591	HDAC2	Yers-Salm	non-DE	non-DE
ENSG00000196597	ZNF782	18 h	Virulent	non-DE
ENSG00000196604	POTEF	non-DE	non-DE	non-DE
ENSG00000196605	ZNF846	non-DE	non-DE	non-DE
ENSG00000196611	MMP1	All	All	All
ENSG00000196628	TCF4	48 h	Yers-Salm	All
ENSG00000196636	ACN9	18 h	All	non-DE
ENSG00000196639	HRH1	18 h	All	non-DE
ENSG00000196642	RABL6	18 & 48 h	All	All
ENSG00000196646	ZNF136	Yers-Salm	non-DE	non-DE
ENSG00000196652	ZKSCAN5	18 h	All	non-DE
ENSG00000196653	ZNF502	18 h	Yers-Salm	non-DE
ENSG00000196655	TRAPPC4	non-DE	non-DE	All
ENSG00000196659	TTC30B	non-DE	Yers-Salm	non-DE
ENSG00000196663	TECPR2	18 & 48 h	All	All
ENSG00000196664	TLR7	18 & 48 h	All	All
ENSG00000196670	ZFP62	non-DE	non-DE	non-DE
ENSG00000196678	ERI2	non-DE	non-DE	non-DE
ENSG00000196683	TOMM7	48 h	Yers-Salm	All
ENSG00000196684	HSH2D	Yers-Salm	Yers-Salm	non-DE
ENSG00000196689	TRPV1	18 h	All	non-DE
ENSG00000196693	ZNF33B	18 & 48 h	All	All
ENSG00000196700	ZNF512B	18 h	All	non-DE
ENSG00000196704	AMZ2	18 & 48 h	All	All
ENSG00000196705	ZNF431	non-DE	non-DE	non-DE
ENSG00000196712	NF1	18 & 48 h	All	All
ENSG00000196715	VKORC1L1	18 h	Virulent	non-DE
ENSG00000196724	ZNF418	Yers-Salm	non-DE	non-DE
ENSG00000196730	DAPK1	non-DE	non-DE	non-DE
ENSG00000196735	HLA-DQA1	non-DE	non-DE	Yers-Salm
ENSG00000196739	COL27A1	non-DE	non-DE	non-DE
ENSG00000196741	CXorf24	non-DE	non-DE	non-DE
ENSG00000196743	GM2A	non-DE	non-DE	Yers-Salm
ENSG00000196754	S100A2	18 h	Virulent	non-DE
ENSG00000196757	ZNF700	non-DE	non-DE	non-DE
ENSG00000196776	CD47	48 h	Yers-Salm	All
ENSG00000196781	TLE1	18 & 48 h	All	All
ENSG00000196782	MAML3	All	All	MTB
ENSG00000196787	HIST1H2AG	non-DE	non-DE	non-DE
ENSG00000196792	STRN3	18 & 48 h	All	All
ENSG00000196812	ZSCAN16	non-DE	non-DE	Yers-Salm
ENSG00000196814	MVB12B	18 h	MTB	non-DE
ENSG00000196821	C6orf106	18 h	All	non-DE
ENSG00000196839	ADA	All	MTB	All
ENSG00000196843	ARID5A	All	All	non-DE
ENSG00000196850	PPTC7	18 h	Virulent	non-DE
ENSG00000196862	RGPD4	18 h	Virulent	non-DE
ENSG00000196865	NHLRC2	18 & 48 h	Yers-Salm	All
ENSG00000196867	ZFP28	48 h	non-DE	Yers-Salm
ENSG00000196872	KIAA1211L	48 h	non-DE	All
ENSG00000196873	CBWD3	18 h	Virulent	non-DE
ENSG00000196878	LAMB3	All	All	All
ENSG00000196911	KPNA5	non-DE	non-DE	non-DE
ENSG00000196914	ARHGEF12	18 h	Virulent	Yers-Salm
ENSG00000196923	PDLIM7	18 & 48 h	All	All
ENSG00000196924	FLNA	18 & 48 h	All	All
ENSG00000196932	TMEM26	18 & 48 h	All	All
ENSG00000196934	RIMBP3B	All	All	All
ENSG00000196935	SRGAP1	18 h	Virulent	Yers-Salm
ENSG00000196937	FAM3C	non-DE	non-DE	non-DE
ENSG00000196943	NOP9	18 h	Virulent	non-DE
ENSG00000196950	SLC39A10	48 h	Yers-Salm	All
ENSG00000196954	CASP4	All	All	non-DE
ENSG00000196961	AP2A1	18 h	All	non-DE
ENSG00000196966	HIST1H3E	18 h	All	non-DE
ENSG00000196967	ZNF585A	non-DE	non-DE	non-DE
ENSG00000196968	FUT11	18 & 48 h	Virulent	All
ENSG00000196975	ANXA4	18 & 48 h	All	All
ENSG00000196976	LAGE3	18 h	All	non-DE
ENSG00000196979	AL360004.1	non-DE	non-DE	non-DE
ENSG00000196981	WDR5B	non-DE	Yers-Salm	non-DE
ENSG00000196998	WDR45	18 h	Virulent	non-DE
ENSG00000197006	METTL9	18 h	All	non-DE
ENSG00000197008	ZNF138	non-DE	non-DE	non-DE
ENSG00000197013	ZNF429	18 h	Virulent	non-DE
ENSG00000197016	ZNF470	non-DE	non-DE	non-DE
ENSG00000197019	SERTAD1	18 h	All	non-DE
ENSG00000197020	ZNF100	non-DE	non-DE	non-DE
ENSG00000197021	CXorf40B	non-DE	non-DE	non-DE
ENSG00000197024	ZNF398	18 h	Virulent	non-DE
ENSG00000197037	ZSCAN25	18 & 48 h	All	All
ENSG00000197043	ANXA6	48 h	non-DE	All
ENSG00000197044	ZNF441	non-DE	non-DE	non-DE
ENSG00000197045	GMFB	non-DE	non-DE	non-DE
ENSG00000197046	SIGLEC15	non-DE	non-DE	non-DE
ENSG00000197050	ZNF420	18 h	Virulent	non-DE
ENSG00000197054	ZNF763	48 h	Yers-Salm	All
ENSG00000197056	ZMYM1	non-DE	non-DE	non-DE
ENSG00000197063	MAFG	18 h	All	non-DE
ENSG00000197070	ARRDC1	48 h	non-DE	MTB
ENSG00000197077	KIAA1671	48 h	Yers-Salm	All
ENSG00000197081	IGF2R	18 h	All	non-DE
ENSG00000197093	GAL3ST4	18 & 48 h	All	All
ENSG00000197102	DYNC1H1	Yers-Salm	non-DE	non-DE
ENSG00000197106	SLC6A17	non-DE	non-DE	non-DE
ENSG00000197111	PCBP2	48 h	non-DE	All
ENSG00000197114	ZGPAT	non-DE	non-DE	non-DE
ENSG00000197119	SLC25A29	18 h	MTB	non-DE
ENSG00000197121	PGAP1	Yers-Salm	non-DE	non-DE
ENSG00000197122	SRC	18 & 48 h	All	All
ENSG00000197124	ZNF682	non-DE	non-DE	non-DE
ENSG00000197128	ZNF772	non-DE	Yers-Salm	non-DE
ENSG00000197136	PCNXL3	non-DE	Yers-Salm	Yers-Salm
ENSG00000197142	ACSL5	All	All	All
ENSG00000197147	LRRC8B	48 h	non-DE	All
ENSG00000197150	ABCB8	18 & 48 h	All	Yers-Salm
ENSG00000197157	SND1	18 & 48 h	Virulent	Yers-Salm
ENSG00000197162	ZNF785	non-DE	non-DE	non-DE
ENSG00000197165	SULT1A2	48 h	non-DE	All
ENSG00000197170	PSMD12	48 h	non-DE	All
ENSG00000197182	FLJ27365	All	Virulent	All
ENSG00000197183	C20orf112	18 & 48 h	All	All
ENSG00000197191	C9orf169	non-DE	non-DE	non-DE
ENSG00000197208	SLC22A4	18 & 48 h	All	All
ENSG00000197217	ENTPD4	18 & 48 h	All	All
ENSG00000197223	C1D	non-DE	non-DE	non-DE
ENSG00000197226	TBC1D9B	Yers-Salm	non-DE	non-DE
ENSG00000197238	HIST1H4J	non-DE	non-DE	non-DE
ENSG00000197249	SERPINA1	18 & 48 h	All	All
ENSG00000197256	KANK2	non-DE	MTB	non-DE
ENSG00000197262	CCL4L2	18 & 48 h	All	All
ENSG00000197265	GTF2E2	non-DE	non-DE	non-DE
ENSG00000197272	IL27	All	Yers-Salm	All
ENSG00000197275	RAD54B	18 h	Virulent	Yers-Salm
ENSG00000197279	ZNF165	48 h	non-DE	All
ENSG00000197283	SYNGAP1	18 & 48 h	Virulent	All
ENSG00000197296	FITM2	18 h	All	non-DE
ENSG00000197299	BLM	18 h	All	Yers-Salm
ENSG00000197302	ZNF720	18 h	All	non-DE
ENSG00000197312	DDI2	Yers-Salm	Yers-Salm	non-DE
ENSG00000197321	SVIL	All	All	All
ENSG00000197323	TRIM33	18 h	Virulent	non-DE
ENSG00000197324	LRP10	18 & 48 h	All	Yers-Salm
ENSG00000197329	PELI1	Yers-Salm	non-DE	non-DE
ENSG00000197343	ZNF655	18 & 48 h	All	All
ENSG00000197345	MRPL21	18 h	All	non-DE
ENSG00000197355	UAP1L1	18 & 48 h	All	All
ENSG00000197362	ZNF786	Yers-Salm	non-DE	non-DE
ENSG00000197363	ZNF517	non-DE	non-DE	non-DE
ENSG00000197372	ZNF675	non-DE	non-DE	non-DE
ENSG00000197375	SLC22A5	Yers-Salm	Yers-Salm	Yers-Salm
ENSG00000197380	DACT3	48 h	non-DE	All
ENSG00000197381	ADARB1	18 & 48 h	Virulent	All
ENSG00000197386	HTT	non-DE	non-DE	non-DE
ENSG00000197405	C5AR1	18 h	All	non-DE
ENSG00000197409	HIST1H3D	18 h	All	Yers-Salm
ENSG00000197417	SHPK	18 h	All	non-DE
ENSG00000197429	IPP	All	Yers-Salm	All
ENSG00000197442	MAP3K5	All	All	non-DE
ENSG00000197448	GSTK1	18 & 48 h	All	All
ENSG00000197451	HNRNPAB	18 h	Virulent	non-DE
ENSG00000197457	STMN3	48 h	non-DE	All
ENSG00000197459	HIST1H2BH	18 h	All	non-DE
ENSG00000197461	PDGFA	All	All	All
ENSG00000197471	SPN	non-DE	Yers-Salm	non-DE
ENSG00000197483	ZNF628	Yers-Salm	non-DE	non-DE
ENSG00000197497	ZNF665	non-DE	non-DE	non-DE
ENSG00000197498	RPF2	18 h	Virulent	non-DE
ENSG00000197506	SLC28A3	18 & 48 h	MTB	MTB
ENSG00000197520	FAM177B	All	All	All
ENSG00000197530	MIB2	non-DE	non-DE	non-DE
ENSG00000197535	MYO5A	48 h	non-DE	All
ENSG00000197536	C5orf56	Yers-Salm	Yers-Salm	MTB
ENSG00000197548	ATG7	non-DE	non-DE	non-DE
ENSG00000197555	SIPA1L1	All	All	Yers-Salm
ENSG00000197557	TTC30A	non-DE	non-DE	Yers-Salm
ENSG00000197562	RAB40C	Yers-Salm	non-DE	non-DE
ENSG00000197563	PIGN	18 h	Virulent	non-DE
ENSG00000197566	ZNF624	non-DE	non-DE	non-DE
ENSG00000197568	HHLA3	non-DE	non-DE	non-DE
ENSG00000197579	TOPORS	non-DE	non-DE	non-DE
ENSG00000197580	BCO2	Yers-Salm	Yers-Salm	non-DE
ENSG00000197586	ENTPD6	18 & 48 h	All	All
ENSG00000197599	CCDC154	48 h	non-DE	MTB
ENSG00000197601	FAR1	non-DE	non-DE	non-DE
ENSG00000197603	C5orf42	non-DE	non-DE	non-DE
ENSG00000197608	ZNF841	non-DE	non-DE	non-DE
ENSG00000197614	MFAP5	non-DE	non-DE	All
ENSG00000197619	ZNF615	non-DE	Yers-Salm	non-DE
ENSG00000197620	CXorf40A	non-DE	non-DE	non-DE
ENSG00000197622	CDC42SE1	18 & 48 h	All	All
ENSG00000197629	MPEG1	non-DE	Yers-Salm	Yers-Salm
ENSG00000197632	SERPINB2	All	All	All
ENSG00000197635	DPP4	non-DE	non-DE	non-DE
ENSG00000197646	PDCD1LG2	All	Yers-Salm	All
ENSG00000197647	ZNF433	48 h	non-DE	All
ENSG00000197653	DNAH10	non-DE	non-DE	non-DE
ENSG00000197694	SPTAN1	18 & 48 h	All	All
ENSG00000197696	NMB	non-DE	non-DE	non-DE
ENSG00000197701	ZNF595	non-DE	non-DE	non-DE
ENSG00000197702	PARVA	non-DE	non-DE	non-DE
ENSG00000197712	FAM114A1	non-DE	non-DE	non-DE
ENSG00000197713	RPE	18 h	All	Yers-Salm
ENSG00000197714	ZNF460	non-DE	non-DE	non-DE
ENSG00000197721	CR1L	Yers-Salm	Yers-Salm	non-DE
ENSG00000197724	PHF2	18 h	Virulent	non-DE
ENSG00000197728	RPS26	18 h	Virulent	non-DE
ENSG00000197746	PSAP	48 h	non-DE	All
ENSG00000197747	S100A10	non-DE	non-DE	non-DE
ENSG00000197756	RPL37A	18 & 48 h	All	All
ENSG00000197766	CFD	48 h	non-DE	All
ENSG00000197769	MAP1LC3C	18 & 48 h	All	All
ENSG00000197771	MCMBP	non-DE	non-DE	non-DE
ENSG00000197774	EME2	18 h	All	non-DE
ENSG00000197775	DHRS4-AS1	non-DE	non-DE	non-DE
ENSG00000197776	KLHDC1	non-DE	non-DE	non-DE
ENSG00000197779	ZNF81	18 h	Virulent	non-DE
ENSG00000197780	TAF13	non-DE	non-DE	non-DE
ENSG00000197782	ZNF780A	non-DE	non-DE	non-DE
ENSG00000197785	ATAD3A	18 h	All	non-DE
ENSG00000197798	FAM118B	non-DE	non-DE	non-DE
ENSG00000197808	ZNF461	non-DE	non-DE	non-DE
ENSG00000197816	CCDC180	18 & 48 h	All	All
ENSG00000197818	SLC9A8	18 h	All	Yers-Salm
ENSG00000197837	HIST4H4	18 h	Virulent	non-DE
ENSG00000197841	ZNF181	non-DE	non-DE	non-DE
ENSG00000197852	FAM212B	Yers-Salm	Yers-Salm	non-DE
ENSG00000197857	ZNF44	18 h	Virulent	non-DE
ENSG00000197858	GPAA1	18 h	All	non-DE
ENSG00000197860	SGTB	non-DE	non-DE	non-DE
ENSG00000197863	ZNF790	non-DE	non-DE	Yers-Salm
ENSG00000197872	FAM49A	All	All	Yers-Salm
ENSG00000197879	MYO1C	18 h	All	non-DE
ENSG00000197885	NKIRAS1	18 & 48 h	All	All
ENSG00000197892	KIF13B	non-DE	non-DE	non-DE
ENSG00000197894	ADH5	48 h	non-DE	All
ENSG00000197903	HIST1H2BK	18 h	All	non-DE
ENSG00000197905	TEAD4	non-DE	non-DE	non-DE
ENSG00000197912	SPG7	18 & 48 h	All	All
ENSG00000197914	HIST1H4K	non-DE	Yers-Salm	non-DE
ENSG00000197927	C2orf27A	non-DE	non-DE	non-DE
ENSG00000197928	ZNF677	non-DE	Yers-Salm	non-DE
ENSG00000197930	ERO1L	18 & 48 h	All	All
ENSG00000197932	F8A1	non-DE	non-DE	non-DE
